"","word","word_type","survey_type","type","value","responded","duration_in_seconds","StartDate","local_id","age_rounded","gender","date_created"
"125","crow","extra_words","1","produces",2,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"126","crow","extra_words","1","understands",2,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"127","crow","extra_words","1","produces",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"128","crow","extra_words","1","understands",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"129","crow","extra_words","1","produces",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"130","crow","extra_words","1","understands",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"131","crow","extra_words","1","produces",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"132","crow","extra_words","1","understands",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"133","crow","extra_words","1","produces",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"134","crow","extra_words","1","understands",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"135","crow","extra_words","1","produces",NA,0,"3259","2026-06-30 07:13:02","VVI213",450,"f","5/19/26"
"136","crow","extra_words","1","understands",NA,0,"3259","2026-06-30 07:13:02","VVI213",450,"f","5/19/26"
"137","crow","extra_words","1","produces",NA,0,"53","2026-06-03 07:26:29","VVI221",420,"m","3/26/06"
"138","crow","extra_words","1","understands",NA,0,"53","2026-06-03 07:26:29","VVI221",420,"m","3/26/06"
"139","crow","extra_words","1","produces",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"140","crow","extra_words","1","understands",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"141","crow","extra_words","1","produces",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"142","crow","extra_words","1","understands",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"143","crow","extra_words","1","produces",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"144","crow","extra_words","1","understands",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"145","crow","extra_words","1","produces",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"146","crow","extra_words","1","understands",1,1,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"147","crow","extra_words","1","produces",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"148","crow","extra_words","1","understands",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"149","crow","extra_words","1","produces",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"150","crow","extra_words","1","understands",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"151","penguin","extra_words","1","produces",NA,0,"32","2026-07-12 15:42:16","VVI230",510,"m","7/12/26"
"152","penguin","extra_words","1","understands",NA,0,"32","2026-07-12 15:42:16","VVI230",510,"m","7/12/26"
"153","penguin","extra_words","1","produces",NA,0,"199","2026-06-29 18:15:46","VVI223",450,"f","8/26/06"
"154","penguin","extra_words","1","understands",1,1,"199","2026-06-29 18:15:46","VVI223",450,"f","8/26/06"
"155","penguin","extra_words","1","produces",NA,0,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"156","penguin","extra_words","1","understands",1,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"157","penguin","extra_words","1","produces",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"158","penguin","extra_words","1","understands",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"159","penguin","extra_words","1","produces",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"160","penguin","extra_words","1","understands",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"161","penguin","extra_words","1","produces",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"162","penguin","extra_words","1","understands",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"163","penguin","extra_words","1","produces",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"164","penguin","extra_words","1","understands",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"165","penguin","extra_words","1","produces",NA,0,"3259","2026-06-30 07:13:02","VVI213",450,"f","5/19/26"
"166","penguin","extra_words","1","understands",NA,0,"3259","2026-06-30 07:13:02","VVI213",450,"f","5/19/26"
"167","penguin","extra_words","1","produces",NA,0,"53","2026-06-03 07:26:29","VVI221",420,"m","3/26/06"
"168","penguin","extra_words","1","understands",NA,0,"53","2026-06-03 07:26:29","VVI221",420,"m","3/26/06"
"169","penguin","extra_words","1","produces",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"170","penguin","extra_words","1","understands",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"171","penguin","extra_words","1","produces",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"172","penguin","extra_words","1","understands",1,1,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"173","penguin","extra_words","1","produces",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"174","penguin","extra_words","1","understands",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"175","penguin","extra_words","1","produces",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"176","penguin","extra_words","1","understands",1,1,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"177","penguin","extra_words","1","produces",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"178","penguin","extra_words","1","understands",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"179","penguin","extra_words","1","produces",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"180","penguin","extra_words","1","understands",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"181","seahorse","extra_words","1","produces",NA,0,"32","2026-07-12 15:42:16","VVI230",510,"m","7/12/26"
"182","seahorse","extra_words","1","understands",NA,0,"32","2026-07-12 15:42:16","VVI230",510,"m","7/12/26"
"183","seahorse","extra_words","1","produces",NA,0,"199","2026-06-29 18:15:46","VVI223",450,"f","8/26/06"
"184","seahorse","extra_words","1","understands",1,1,"199","2026-06-29 18:15:46","VVI223",450,"f","8/26/06"
"185","seahorse","extra_words","1","produces",NA,0,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"186","seahorse","extra_words","1","understands",1,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"187","seahorse","extra_words","1","produces",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"188","seahorse","extra_words","1","understands",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"189","seahorse","extra_words","1","produces",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"190","seahorse","extra_words","1","understands",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"191","seahorse","extra_words","1","produces",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"192","seahorse","extra_words","1","understands",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"193","seahorse","extra_words","1","produces",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"194","seahorse","extra_words","1","understands",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"195","seahorse","extra_words","1","produces",NA,0,"3259","2026-06-30 07:13:02","VVI213",450,"f","5/19/26"
"196","seahorse","extra_words","1","understands",NA,0,"3259","2026-06-30 07:13:02","VVI213",450,"f","5/19/26"
"197","seahorse","extra_words","1","produces",NA,0,"53","2026-06-03 07:26:29","VVI221",420,"m","3/26/06"
"198","seahorse","extra_words","1","understands",NA,0,"53","2026-06-03 07:26:29","VVI221",420,"m","3/26/06"
"199","seahorse","extra_words","1","produces",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"200","seahorse","extra_words","1","understands",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"201","seahorse","extra_words","1","produces",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"202","seahorse","extra_words","1","understands",1,1,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"203","seahorse","extra_words","1","produces",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"204","seahorse","extra_words","1","understands",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"205","seahorse","extra_words","1","produces",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"206","seahorse","extra_words","1","understands",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"207","seahorse","extra_words","1","produces",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"208","seahorse","extra_words","1","understands",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"209","seahorse","extra_words","1","produces",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"210","seahorse","extra_words","1","understands",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"211","duck","extra_words","1","produces",NA,0,"32","2026-07-12 15:42:16","VVI230",510,"m","7/12/26"
"212","duck","extra_words","1","understands",NA,0,"32","2026-07-12 15:42:16","VVI230",510,"m","7/12/26"
"213","duck","extra_words","1","produces",NA,0,"199","2026-06-29 18:15:46","VVI223",450,"f","8/26/06"
"214","duck","extra_words","1","understands",1,1,"199","2026-06-29 18:15:46","VVI223",450,"f","8/26/06"
"215","duck","extra_words","1","produces",NA,0,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"216","duck","extra_words","1","understands",1,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"217","duck","extra_words","1","produces",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"218","duck","extra_words","1","understands",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"219","duck","extra_words","1","produces",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"220","duck","extra_words","1","understands",1,1,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"221","duck","extra_words","1","produces",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"222","duck","extra_words","1","understands",1,1,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"223","duck","extra_words","1","produces",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"224","duck","extra_words","1","understands",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"225","duck","extra_words","1","produces",2,1,"3259","2026-06-30 07:13:02","VVI213",450,"f","5/19/26"
"226","duck","extra_words","1","understands",2,1,"3259","2026-06-30 07:13:02","VVI213",450,"f","5/19/26"
"227","duck","extra_words","1","produces",NA,0,"53","2026-06-03 07:26:29","VVI221",420,"m","3/26/06"
"228","duck","extra_words","1","understands",NA,0,"53","2026-06-03 07:26:29","VVI221",420,"m","3/26/06"
"229","duck","extra_words","1","produces",2,1,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"230","duck","extra_words","1","understands",2,1,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"231","duck","extra_words","1","produces",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"232","duck","extra_words","1","understands",1,1,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"233","duck","extra_words","1","produces",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"234","duck","extra_words","1","understands",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"235","duck","extra_words","1","produces",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"236","duck","extra_words","1","understands",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"237","duck","extra_words","1","produces",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"238","duck","extra_words","1","understands",1,1,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"239","duck","extra_words","1","produces",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"240","duck","extra_words","1","understands",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"241","chicken","extra_words","1","produces",NA,0,"32","2026-07-12 15:42:16","VVI230",510,"m","7/12/26"
"242","chicken","extra_words","1","understands",NA,0,"32","2026-07-12 15:42:16","VVI230",510,"m","7/12/26"
"243","chicken","extra_words","1","produces",NA,0,"199","2026-06-29 18:15:46","VVI223",450,"f","8/26/06"
"244","chicken","extra_words","1","understands",1,1,"199","2026-06-29 18:15:46","VVI223",450,"f","8/26/06"
"245","chicken","extra_words","1","produces",NA,0,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"246","chicken","extra_words","1","understands",1,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"247","chicken","extra_words","1","produces",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"248","chicken","extra_words","1","understands",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"249","chicken","extra_words","1","produces",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"250","chicken","extra_words","1","understands",1,1,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"251","chicken","extra_words","1","produces",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"252","chicken","extra_words","1","understands",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"253","chicken","extra_words","1","produces",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"254","chicken","extra_words","1","understands",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
