"","word","word_type","survey_type","type","value","responded","duration_in_seconds","StartDate","local_id","age_rounded","gender","date_created"
"52","tree","extra_words","1","understands",1,1,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"53","tree","extra_words","1","produces",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"54","tree","extra_words","1","understands",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"55","tree","extra_words","1","produces",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"56","tree","extra_words","1","understands",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"57","tree","extra_words","1","produces",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"58","tree","extra_words","1","understands",1,1,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"59","tree","extra_words","1","produces",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"60","tree","extra_words","1","understands",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"61","tree","extra_words","1","produces",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"62","tree","extra_words","1","understands",1,1,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"63","tree","extra_words","1","produces",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"64","tree","extra_words","1","understands",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"65","tree","extra_words","1","produces",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"66","tree","extra_words","1","understands",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"67","zipper","extra_words","1","produces",NA,0,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"68","zipper","extra_words","1","understands",1,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"69","zipper","extra_words","1","produces",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"70","zipper","extra_words","1","understands",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"71","zipper","extra_words","1","produces",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"72","zipper","extra_words","1","understands",1,1,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"73","zipper","extra_words","1","produces",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"74","zipper","extra_words","1","understands",1,1,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"75","zipper","extra_words","1","produces",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"76","zipper","extra_words","1","understands",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"77","zipper","extra_words","1","produces",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"78","zipper","extra_words","1","understands",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"79","zipper","extra_words","1","produces",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"80","zipper","extra_words","1","understands",1,1,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"81","zipper","extra_words","1","produces",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"82","zipper","extra_words","1","understands",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"83","zipper","extra_words","1","produces",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"84","zipper","extra_words","1","understands",1,1,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"85","zipper","extra_words","1","produces",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"86","zipper","extra_words","1","understands",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"87","zipper","extra_words","1","produces",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"88","zipper","extra_words","1","understands",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"89","crow","extra_words","1","produces",2,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"90","crow","extra_words","1","understands",2,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"91","crow","extra_words","1","produces",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"92","crow","extra_words","1","understands",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"93","crow","extra_words","1","produces",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"94","crow","extra_words","1","understands",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"95","crow","extra_words","1","produces",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"96","crow","extra_words","1","understands",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"97","crow","extra_words","1","produces",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"98","crow","extra_words","1","understands",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"99","crow","extra_words","1","produces",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"100","crow","extra_words","1","understands",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"101","crow","extra_words","1","produces",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"102","crow","extra_words","1","understands",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"103","crow","extra_words","1","produces",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"104","crow","extra_words","1","understands",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"105","crow","extra_words","1","produces",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"106","crow","extra_words","1","understands",1,1,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"107","crow","extra_words","1","produces",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"108","crow","extra_words","1","understands",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"109","crow","extra_words","1","produces",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"110","crow","extra_words","1","understands",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"111","penguin","extra_words","1","produces",NA,0,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"112","penguin","extra_words","1","understands",1,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"113","penguin","extra_words","1","produces",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"114","penguin","extra_words","1","understands",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"115","penguin","extra_words","1","produces",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"116","penguin","extra_words","1","understands",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"117","penguin","extra_words","1","produces",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"118","penguin","extra_words","1","understands",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"119","penguin","extra_words","1","produces",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"120","penguin","extra_words","1","understands",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"121","penguin","extra_words","1","produces",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"122","penguin","extra_words","1","understands",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"123","penguin","extra_words","1","produces",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"124","penguin","extra_words","1","understands",1,1,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"125","penguin","extra_words","1","produces",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"126","penguin","extra_words","1","understands",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"127","penguin","extra_words","1","produces",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"128","penguin","extra_words","1","understands",1,1,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"129","penguin","extra_words","1","produces",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"130","penguin","extra_words","1","understands",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"131","penguin","extra_words","1","produces",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"132","penguin","extra_words","1","understands",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"133","seahorse","extra_words","1","produces",NA,0,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"134","seahorse","extra_words","1","understands",1,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"135","seahorse","extra_words","1","produces",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"136","seahorse","extra_words","1","understands",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"137","seahorse","extra_words","1","produces",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"138","seahorse","extra_words","1","understands",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"139","seahorse","extra_words","1","produces",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"140","seahorse","extra_words","1","understands",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"141","seahorse","extra_words","1","produces",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"142","seahorse","extra_words","1","understands",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"143","seahorse","extra_words","1","produces",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"144","seahorse","extra_words","1","understands",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"145","seahorse","extra_words","1","produces",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"146","seahorse","extra_words","1","understands",1,1,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"147","seahorse","extra_words","1","produces",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"148","seahorse","extra_words","1","understands",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"149","seahorse","extra_words","1","produces",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"150","seahorse","extra_words","1","understands",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"151","seahorse","extra_words","1","produces",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"152","seahorse","extra_words","1","understands",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"153","seahorse","extra_words","1","produces",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"154","seahorse","extra_words","1","understands",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"155","duck","extra_words","1","produces",NA,0,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"156","duck","extra_words","1","understands",1,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"157","duck","extra_words","1","produces",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"158","duck","extra_words","1","understands",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"159","duck","extra_words","1","produces",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"160","duck","extra_words","1","understands",1,1,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"161","duck","extra_words","1","produces",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"162","duck","extra_words","1","understands",1,1,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"163","duck","extra_words","1","produces",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"164","duck","extra_words","1","understands",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"165","duck","extra_words","1","produces",2,1,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"166","duck","extra_words","1","understands",2,1,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"167","duck","extra_words","1","produces",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"168","duck","extra_words","1","understands",1,1,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"169","duck","extra_words","1","produces",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"170","duck","extra_words","1","understands",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"171","duck","extra_words","1","produces",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"172","duck","extra_words","1","understands",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"173","duck","extra_words","1","produces",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"174","duck","extra_words","1","understands",1,1,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"175","duck","extra_words","1","produces",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"176","duck","extra_words","1","understands",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"177","chicken","extra_words","1","produces",NA,0,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"178","chicken","extra_words","1","understands",1,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"179","chicken","extra_words","1","produces",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"180","chicken","extra_words","1","understands",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"181","chicken","extra_words","1","produces",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"182","chicken","extra_words","1","understands",1,1,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"183","chicken","extra_words","1","produces",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"184","chicken","extra_words","1","understands",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"185","chicken","extra_words","1","produces",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"186","chicken","extra_words","1","understands",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"187","chicken","extra_words","1","produces",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"188","chicken","extra_words","1","understands",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"189","chicken","extra_words","1","produces",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"190","chicken","extra_words","1","understands",1,1,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"191","chicken","extra_words","1","produces",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"192","chicken","extra_words","1","understands",1,1,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"193","chicken","extra_words","1","produces",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"194","chicken","extra_words","1","understands",1,1,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"195","chicken","extra_words","1","produces",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"196","chicken","extra_words","1","understands",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"197","chicken","extra_words","1","produces",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"198","chicken","extra_words","1","understands",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"199","butterfly","extra_words","1","produces",NA,0,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"200","butterfly","extra_words","1","understands",1,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"201","butterfly","extra_words","1","produces",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"202","butterfly","extra_words","1","understands",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"203","butterfly","extra_words","1","produces",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"204","butterfly","extra_words","1","understands",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"205","butterfly","extra_words","1","produces",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"206","butterfly","extra_words","1","understands",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"207","butterfly","extra_words","1","produces",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"208","butterfly","extra_words","1","understands",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"209","butterfly","extra_words","1","produces",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"210","butterfly","extra_words","1","understands",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"211","butterfly","extra_words","1","produces",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"212","butterfly","extra_words","1","understands",1,1,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"213","butterfly","extra_words","1","produces",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"214","butterfly","extra_words","1","understands",1,1,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"215","butterfly","extra_words","1","produces",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"216","butterfly","extra_words","1","understands",1,1,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"217","butterfly","extra_words","1","produces",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"218","butterfly","extra_words","1","understands",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"219","butterfly","extra_words","1","produces",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"220","butterfly","extra_words","1","understands",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"221","lizard","extra_words","1","produces",2,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"222","lizard","extra_words","1","understands",2,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"223","lizard","extra_words","1","produces",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"224","lizard","extra_words","1","understands",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"225","lizard","extra_words","1","produces",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"226","lizard","extra_words","1","understands",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"227","lizard","extra_words","1","produces",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"228","lizard","extra_words","1","understands",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"229","lizard","extra_words","1","produces",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"230","lizard","extra_words","1","understands",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"231","lizard","extra_words","1","produces",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"232","lizard","extra_words","1","understands",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"233","lizard","extra_words","1","produces",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"234","lizard","extra_words","1","understands",NA,0,"207","2026-04-08 10:48:19","VVI193",450,"f","8/26/04"
"235","lizard","extra_words","1","produces",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"236","lizard","extra_words","1","understands",NA,0,"131","2026-04-28 16:52:20","VVI201",420,"m","4/27/26"
"237","lizard","extra_words","1","produces",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"238","lizard","extra_words","1","understands",NA,0,"216","2026-03-08 20:15:37","VVI146",510,"f","2/17/26"
"239","lizard","extra_words","1","produces",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"240","lizard","extra_words","1","understands",NA,0,"179","2026-03-09 12:13:10","VVI160",510,"m","2/23/26"
"241","lizard","extra_words","1","produces",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"242","lizard","extra_words","1","understands",NA,0,"102","2026-03-08 18:49:54","VVI164",480,"m","2/25/26"
"243","bathtub","extra_words","1","produces",NA,0,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"244","bathtub","extra_words","1","understands",1,1,"245","2026-04-29 06:56:14","VVI196",450,"f","4/14/26"
"245","bathtub","extra_words","1","produces",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"246","bathtub","extra_words","1","understands",NA,0,"104","2026-03-29 15:34:33","VVI183",420,"m","3/29/26"
"247","bathtub","extra_words","1","produces",NA,0,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"248","bathtub","extra_words","1","understands",1,1,"125","2026-04-30 08:46:28","VVI197",450,"m","4/14/26"
"249","bathtub","extra_words","1","produces",NA,0,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"250","bathtub","extra_words","1","understands",1,1,"213","2026-02-15 21:07:24","VVI142",450,"f","2/16/26"
"251","bathtub","extra_words","1","produces",NA,0,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"252","bathtub","extra_words","1","understands",1,1,"76","2026-04-02 15:03:35","VVI186",450,"m","2/26/04"
"253","bathtub","extra_words","1","produces",NA,0,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
"254","bathtub","extra_words","1","understands",1,1,"223","2026-03-09 15:51:32","VVI162",510,"f","2/24/26"
